10	0.000151	1.325215E+09
20	0.000216	7.407159E+09
30	0.000478	1.129638E+10
40	0.000584	2.191310E+10
50	0.001126	2.220618E+10
60	0.002186	1.976158E+10
70	0.003416	2.008301E+10
80	0.005096	2.009435E+10
90	0.003754	3.883713E+10
100	0.003344	5.980756E+10
110	0.004278	6.222615E+10
120	0.004127	8.374070E+10
130	0.005839	7.525120E+10
140	0.005824	9.423319E+10
150	0.011852	5.695229E+10
160	0.010534	7.776864E+10
170	0.011324	8.677200E+10
180	0.014721	7.923420E+10
190	0.015515	8.841715E+10
200	0.011035	1.449937E+11
210	0.010820	1.711806E+11
220	0.028462	7.482275E+10
230	0.023609	1.030712E+11
240	0.030981	8.924161E+10
250	0.015361	2.034363E+11
260	0.027028	1.300585E+11
270	0.028504	1.381074E+11
280	0.031346	1.400632E+11
290	0.037757	1.291887E+11
300	0.019578	2.758201E+11
310	0.038034	1.566547E+11
320	0.042900	1.527643E+11
330	0.029731	2.417474E+11
340	0.066104	1.189158E+11
350	0.092534	9.266858E+10
360	0.036801	2.535576E+11
370	0.052931	1.913932E+11
380	0.040786	2.690725E+11
390	0.042295	2.805014E+11
400	0.039088	3.274661E+11
410	0.059259	2.326096E+11
420	0.059839	2.476244E+11
430	0.057148	2.782496E+11
440	0.062850	2.710708E+11
450	0.084422	2.158801E+11
460	0.079434	2.450742E+11
470	0.088844	2.337196E+11
480	0.223095	9.914344E+10
490	0.104169	2.258813E+11
500	0.121287	2.061229E+11
510	0.082357	3.221368E+11
520	0.117954	2.384116E+11
530	0.089673	3.320440E+11
540	0.115757	2.720596E+11
550	0.105479	3.154656E+11
560	0.108703	3.231112E+11
570	0.121324	3.052865E+11
